GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_EST_VC07,HC01_EST_VC08,HC01_EST_VC09,HC01_EST_VC10
Id,Id2,Geography,Total; Estimate; Total population,Total; Estimate; AGE - 20 to 24 years,Total; Estimate; AGE - 25 to 29 years,Total; Estimate; AGE - 30 to 34 years,Total; Estimate; AGE - 35 to 39 years
1400000US25009223100,25009223100,"Census Tract 2231, Essex County, Massachusetts",4558,224,92,114,215
1400000US25009223200,25009223200,"Census Tract 2232, Essex County, Massachusetts",3538,164,201,110,227
1400000US25009223300,25009223300,"Census Tract 2233, Essex County, Massachusetts",5714,263,209,221,321
1400000US25009250100,25009250100,"Census Tract 2501, Essex County, Massachusetts",2830,273,157,214,157
1400000US25009250200,25009250200,"Census Tract 2502, Essex County, Massachusetts",5673,450,480,454,409
1400000US25009250300,25009250300,"Census Tract 2503, Essex County, Massachusetts",2191,306,82,128,158
1400000US25009250400,25009250400,"Census Tract 2504, Essex County, Massachusetts",4357,404,418,315,252
1400000US25009250500,25009250500,"Census Tract 2505, Essex County, Massachusetts",4201,591,494,275,161
1400000US25009250600,25009250600,"Census Tract 2506, Essex County, Massachusetts",5385,627,555,263,276
1400000US25009250700,25009250700,"Census Tract 2507, Essex County, Massachusetts",4791,452,566,254,331
1400000US25009250800,25009250800,"Census Tract 2508, Essex County, Massachusetts",7801,590,596,635,694
1400000US25009250900,25009250900,"Census Tract 2509, Essex County, Massachusetts",2040,153,161,170,145
1400000US25009251000,25009251000,"Census Tract 2510, Essex County, Massachusetts",1597,192,153,67,101
1400000US25009251100,25009251100,"Census Tract 2511, Essex County, Massachusetts",2768,96,157,99,226
1400000US25009251200,25009251200,"Census Tract 2512, Essex County, Massachusetts",1404,200,77,33,31
1400000US25009251300,25009251300,"Census Tract 2513, Essex County, Massachusetts",3306,316,120,364,232
1400000US25009251400,25009251400,"Census Tract 2514, Essex County, Massachusetts",5211,424,517,245,394
1400000US25009251500,25009251500,"Census Tract 2515, Essex County, Massachusetts",6130,648,619,310,440
1400000US25009251600,25009251600,"Census Tract 2516, Essex County, Massachusetts",6175,704,571,644,456
1400000US25009251700,25009251700,"Census Tract 2517, Essex County, Massachusetts",5525,469,793,610,418
1400000US25009251800,25009251800,"Census Tract 2518, Essex County, Massachusetts",8112,545,441,838,510
1400000US25009252101,25009252101,"Census Tract 2521.01, Essex County, Massachusetts",3803,201,410,339,166
1400000US25009252102,25009252102,"Census Tract 2521.02, Essex County, Massachusetts",4129,267,155,161,283
1400000US25009252201,25009252201,"Census Tract 2522.01, Essex County, Massachusetts",3290,176,258,142,268
1400000US25009252202,25009252202,"Census Tract 2522.02, Essex County, Massachusetts",3098,184,175,158,240
1400000US25009252300,25009252300,"Census Tract 2523, Essex County, Massachusetts",7297,679,425,560,291
1400000US25009252400,25009252400,"Census Tract 2524, Essex County, Massachusetts",4467,185,271,244,556
1400000US25009252501,25009252501,"Census Tract 2525.01, Essex County, Massachusetts",4055,316,426,250,313
1400000US25009252502,25009252502,"Census Tract 2525.02, Essex County, Massachusetts",4728,358,241,255,220
1400000US25009252601,25009252601,"Census Tract 2526.01, Essex County, Massachusetts",7332,770,382,175,662
1400000US25009252602,25009252602,"Census Tract 2526.02, Essex County, Massachusetts",4547,211,350,288,307
1400000US25009252603,25009252603,"Census Tract 2526.03, Essex County, Massachusetts",2829,163,187,170,173
1400000US25009253100,25009253100,"Census Tract 2531, Essex County, Massachusetts",5313,135,223,611,435
1400000US25009253201,25009253201,"Census Tract 2532.01, Essex County, Massachusetts",3114,193,172,212,253
1400000US25009253202,25009253202,"Census Tract 2532.02, Essex County, Massachusetts",7052,761,500,471,463
1400000US25009253203,25009253203,"Census Tract 2532.03, Essex County, Massachusetts",4389,142,85,75,129
1400000US25009253204,25009253204,"Census Tract 2532.04, Essex County, Massachusetts",5906,276,172,382,361
1400000US25009253205,25009253205,"Census Tract 2532.05, Essex County, Massachusetts",4396,224,46,293,220
1400000US25009254100,25009254100,"Census Tract 2541, Essex County, Massachusetts",6241,136,220,130,505
1400000US25009254200,25009254200,"Census Tract 2542, Essex County, Massachusetts",5229,842,293,144,189
1400000US25009254301,25009254301,"Census Tract 2543.01, Essex County, Massachusetts",4103,144,18,191,240
1400000US25009254302,25009254302,"Census Tract 2543.02, Essex County, Massachusetts",4725,126,122,101,254
1400000US25009254401,25009254401,"Census Tract 2544.01, Essex County, Massachusetts",3724,117,112,198,251
1400000US25009254402,25009254402,"Census Tract 2544.02, Essex County, Massachusetts",7263,424,273,282,547
1400000US25009254403,25009254403,"Census Tract 2544.03, Essex County, Massachusetts",4090,206,92,122,157
1400000US25009260100,25009260100,"Census Tract 2601, Essex County, Massachusetts",6278,354,504,630,668
1400000US25009260200,25009260200,"Census Tract 2602, Essex County, Massachusetts",3392,304,158,261,230
1400000US25009260301,25009260301,"Census Tract 2603.01, Essex County, Massachusetts",4360,228,335,315,282
1400000US25009260302,25009260302,"Census Tract 2603.02, Essex County, Massachusetts",2869,111,156,219,128
1400000US25009260401,25009260401,"Census Tract 2604.01, Essex County, Massachusetts",3851,181,226,229,171
1400000US25009260402,25009260402,"Census Tract 2604.02, Essex County, Massachusetts",6436,425,263,461,447
1400000US25009260500,25009260500,"Census Tract 2605, Essex County, Massachusetts",3751,158,140,261,195
1400000US25009260600,25009260600,"Census Tract 2606, Essex County, Massachusetts",3550,233,331,199,194
1400000US25009260700,25009260700,"Census Tract 2607, Essex County, Massachusetts",4858,356,428,449,277
1400000US25009260800,25009260800,"Census Tract 2608, Essex County, Massachusetts",5183,178,451,333,444
1400000US25009260900,25009260900,"Census Tract 2609, Essex County, Massachusetts",5368,325,474,433,216
1400000US25009261000,25009261000,"Census Tract 2610, Essex County, Massachusetts",3797,84,389,288,250
1400000US25009261101,25009261101,"Census Tract 2611.01, Essex County, Massachusetts",4594,292,248,206,302
1400000US25009261102,25009261102,"Census Tract 2611.02, Essex County, Massachusetts",4656,425,312,287,393
1400000US25009262100,25009262100,"Census Tract 2621, Essex County, Massachusetts",6752,433,91,194,327
1400000US25009263100,25009263100,"Census Tract 2631, Essex County, Massachusetts",4545,178,107,109,292
1400000US25009264100,25009264100,"Census Tract 2641, Essex County, Massachusetts",6697,587,317,247,193
1400000US25009265101,25009265101,"Census Tract 2651.01, Essex County, Massachusetts",3756,144,197,122,204
1400000US25009265102,25009265102,"Census Tract 2651.02, Essex County, Massachusetts",4813,121,113,288,255
1400000US25009266100,25009266100,"Census Tract 2661, Essex County, Massachusetts",4182,275,226,159,278
1400000US25009266200,25009266200,"Census Tract 2662, Essex County, Massachusetts",5538,254,286,277,298
1400000US25009266300,25009266300,"Census Tract 2663, Essex County, Massachusetts",3749,117,161,288,195
1400000US25009266400,25009266400,"Census Tract 2664, Essex County, Massachusetts",3749,275,112,260,200
1400000US25009267101,25009267101,"Census Tract 2671.01, Essex County, Massachusetts",3892,256,219,276,210
1400000US25009267102,25009267102,"Census Tract 2671.02, Essex County, Massachusetts",5129,446,333,215,215
1400000US25009268100,25009268100,"Census Tract 2681, Essex County, Massachusetts",2797,150,91,47,162
1400000US25009268200,25009268200,"Census Tract 2682, Essex County, Massachusetts",6210,301,237,216,401
1400000US25009268300,25009268300,"Census Tract 2683, Essex County, Massachusetts",4082,109,384,96,142
1400000US25009268400,25009268400,"Census Tract 2684, Essex County, Massachusetts",4801,19,276,183,182
1400000US25009269100,25009269100,"Census Tract 2691, Essex County, Massachusetts",6964,357,132,181,350
1400000US25009270100,25009270100,"Census Tract 2701, Essex County, Massachusetts",6232,363,259,339,409
1400000US25009990100,25009990100,"Census Tract 9901, Essex County, Massachusetts",0,0,0,0,0
1400000US25017300100,25017300100,"Census Tract 3001, Middlesex County, Massachusetts",3195,148,155,168,136
1400000US25017301101,25017301101,"Census Tract 3011.01, Middlesex County, Massachusetts",4097,199,211,232,334
1400000US25017301102,25017301102,"Census Tract 3011.02, Middlesex County, Massachusetts",5321,418,329,254,434
1400000US25017310100,25017310100,"Census Tract 3101, Middlesex County, Massachusetts",5924,738,482,437,413
1400000US25017310200,25017310200,"Census Tract 3102, Middlesex County, Massachusetts",6871,672,892,456,451
1400000US25017310300,25017310300,"Census Tract 3103, Middlesex County, Massachusetts",6693,554,456,789,318
1400000US25017310400,25017310400,"Census Tract 3104, Middlesex County, Massachusetts",3326,539,344,123,325
1400000US25017310500,25017310500,"Census Tract 3105, Middlesex County, Massachusetts",3466,701,523,123,154
1400000US25017310601,25017310601,"Census Tract 3106.01, Middlesex County, Massachusetts",6409,341,218,582,422
1400000US25017310602,25017310602,"Census Tract 3106.02, Middlesex County, Massachusetts",5417,418,452,277,427
1400000US25017310700,25017310700,"Census Tract 3107, Middlesex County, Massachusetts",4880,1047,461,423,211
1400000US25017311100,25017311100,"Census Tract 3111, Middlesex County, Massachusetts",2729,248,291,332,149
1400000US25017311200,25017311200,"Census Tract 3112, Middlesex County, Massachusetts",3244,281,180,431,185
1400000US25017311300,25017311300,"Census Tract 3113, Middlesex County, Massachusetts",3814,306,432,366,286
1400000US25017311400,25017311400,"Census Tract 3114, Middlesex County, Massachusetts",5541,512,752,462,361
1400000US25017311500,25017311500,"Census Tract 3115, Middlesex County, Massachusetts",3205,221,284,458,164
1400000US25017311600,25017311600,"Census Tract 3116, Middlesex County, Massachusetts",5691,245,313,559,248
1400000US25017311700,25017311700,"Census Tract 3117, Middlesex County, Massachusetts",5005,492,438,266,279
1400000US25017311800,25017311800,"Census Tract 3118, Middlesex County, Massachusetts",3349,397,192,259,155
1400000US25017311900,25017311900,"Census Tract 3119, Middlesex County, Massachusetts",2756,140,235,157,163
1400000US25017312000,25017312000,"Census Tract 3120, Middlesex County, Massachusetts",2933,210,170,258,273
1400000US25017312100,25017312100,"Census Tract 3121, Middlesex County, Massachusetts",2935,191,235,305,244
1400000US25017312200,25017312200,"Census Tract 3122, Middlesex County, Massachusetts",4422,334,550,357,357
1400000US25017312300,25017312300,"Census Tract 3123, Middlesex County, Massachusetts",5060,232,498,322,384
1400000US25017312400,25017312400,"Census Tract 3124, Middlesex County, Massachusetts",2457,164,206,142,219
1400000US25017312501,25017312501,"Census Tract 3125.01, Middlesex County, Massachusetts",4619,250,328,244,272
1400000US25017312502,25017312502,"Census Tract 3125.02, Middlesex County, Massachusetts",4042,141,362,161,287
1400000US25017313101,25017313101,"Census Tract 3131.01, Middlesex County, Massachusetts",6469,354,566,242,476
1400000US25017313102,25017313102,"Census Tract 3131.02, Middlesex County, Massachusetts",5763,272,315,337,470
1400000US25017314101,25017314101,"Census Tract 3141.01, Middlesex County, Massachusetts",6952,390,495,613,490
1400000US25017314102,25017314102,"Census Tract 3141.02, Middlesex County, Massachusetts",7374,310,501,454,529
1400000US25017314200,25017314200,"Census Tract 3142, Middlesex County, Massachusetts",5165,291,279,333,334
1400000US25017314301,25017314301,"Census Tract 3143.01, Middlesex County, Massachusetts",8489,788,454,399,637
1400000US25017314302,25017314302,"Census Tract 3143.02, Middlesex County, Massachusetts",3133,171,144,150,144
1400000US25017315100,25017315100,"Census Tract 3151, Middlesex County, Massachusetts",6254,525,301,410,305
1400000US25017315200,25017315200,"Census Tract 3152, Middlesex County, Massachusetts",8115,191,464,616,326
1400000US25017315401,25017315401,"Census Tract 3154.01, Middlesex County, Massachusetts",3788,168,183,265,151
1400000US25017315402,25017315402,"Census Tract 3154.02, Middlesex County, Massachusetts",3052,200,140,146,191
1400000US25017315403,25017315403,"Census Tract 3154.03, Middlesex County, Massachusetts",1731,105,100,105,66
1400000US25017315500,25017315500,"Census Tract 3155, Middlesex County, Massachusetts",7726,630,344,367,297
1400000US25017316101,25017316101,"Census Tract 3161.01, Middlesex County, Massachusetts",5153,392,222,325,364
1400000US25017316102,25017316102,"Census Tract 3161.02, Middlesex County, Massachusetts",6789,317,510,340,602
1400000US25017316201,25017316201,"Census Tract 3162.01, Middlesex County, Massachusetts",4291,173,235,273,269
1400000US25017316202,25017316202,"Census Tract 3162.02, Middlesex County, Massachusetts",4487,273,139,390,264
1400000US25017316300,25017316300,"Census Tract 3163, Middlesex County, Massachusetts",8884,623,823,627,594
1400000US25017316400,25017316400,"Census Tract 3164, Middlesex County, Massachusetts",7167,502,728,589,324
1400000US25017316500,25017316500,"Census Tract 3165, Middlesex County, Massachusetts",6020,202,402,692,315
1400000US25017317101,25017317101,"Census Tract 3171.01, Middlesex County, Massachusetts",6421,314,546,419,581
1400000US25017317102,25017317102,"Census Tract 3171.02, Middlesex County, Massachusetts",4648,267,203,388,373
1400000US25017317103,25017317103,"Census Tract 3171.03, Middlesex County, Massachusetts",4963,188,212,239,227
1400000US25017317201,25017317201,"Census Tract 3172.01, Middlesex County, Massachusetts",2796,136,72,160,187
1400000US25017317202,25017317202,"Census Tract 3172.02, Middlesex County, Massachusetts",3459,197,106,127,123
1400000US25017317203,25017317203,"Census Tract 3172.03, Middlesex County, Massachusetts",4281,238,172,335,240
1400000US25017317301,25017317301,"Census Tract 3173.01, Middlesex County, Massachusetts",2671,113,137,151,158
1400000US25017317302,25017317302,"Census Tract 3173.02, Middlesex County, Massachusetts",5828,290,264,409,328
1400000US25017318100,25017318100,"Census Tract 3181, Middlesex County, Massachusetts",7260,399,156,271,395
1400000US25017318200,25017318200,"Census Tract 3182, Middlesex County, Massachusetts",4654,124,277,271,415
1400000US25017318300,25017318300,"Census Tract 3183, Middlesex County, Massachusetts",8060,324,78,182,247
1400000US25017318400,25017318400,"Census Tract 3184, Middlesex County, Massachusetts",4113,184,71,148,205
1400000US25017320102,25017320102,"Census Tract 3201.02, Middlesex County, Massachusetts",5601,121,185,255,384
1400000US25017320103,25017320103,"Census Tract 3201.03, Middlesex County, Massachusetts",3022,75,93,174,249
1400000US25017320104,25017320104,"Census Tract 3201.04, Middlesex County, Massachusetts",8097,362,390,234,555
1400000US25017321100,25017321100,"Census Tract 3211, Middlesex County, Massachusetts",6718,338,344,322,474
1400000US25017321200,25017321200,"Census Tract 3212, Middlesex County, Massachusetts",6614,369,519,634,306
1400000US25017321300,25017321300,"Census Tract 3213, Middlesex County, Massachusetts",7753,343,611,981,637
1400000US25017321400,25017321400,"Census Tract 3214, Middlesex County, Massachusetts",3232,225,227,243,185
1400000US25017321500,25017321500,"Census Tract 3215, Middlesex County, Massachusetts",7505,379,490,647,516
1400000US25017321600,25017321600,"Census Tract 3216, Middlesex County, Massachusetts",7949,456,595,516,526
1400000US25017322100,25017322100,"Census Tract 3221, Middlesex County, Massachusetts",4579,205,354,170,210
1400000US25017322200,25017322200,"Census Tract 3222, Middlesex County, Massachusetts",3854,124,243,252,308
1400000US25017322300,25017322300,"Census Tract 3223, Middlesex County, Massachusetts",6522,338,394,297,288
1400000US25017322400,25017322400,"Census Tract 3224, Middlesex County, Massachusetts",4888,242,241,343,230
1400000US25017323100,25017323100,"Census Tract 3231, Middlesex County, Massachusetts",7061,326,165,276,405
1400000US25017324101,25017324101,"Census Tract 3241.01, Middlesex County, Massachusetts",5129,191,150,301,352
1400000US25017324102,25017324102,"Census Tract 3241.02, Middlesex County, Massachusetts",4625,217,353,105,362
1400000US25017325100,25017325100,"Census Tract 3251, Middlesex County, Massachusetts",8014,456,581,686,827
1400000US25017326101,25017326101,"Census Tract 3261.01, Middlesex County, Massachusetts",4383,261,52,184,191
1400000US25017326102,25017326102,"Census Tract 3261.02, Middlesex County, Massachusetts",6899,141,202,218,393
1400000US25017327101,25017327101,"Census Tract 3271.01, Middlesex County, Massachusetts",4056,158,129,289,120
1400000US25017327102,25017327102,"Census Tract 3271.02, Middlesex County, Massachusetts",4244,298,275,369,167
1400000US25017327103,25017327103,"Census Tract 3271.03, Middlesex County, Massachusetts",3749,179,176,169,147
1400000US25017328100,25017328100,"Census Tract 3281, Middlesex County, Massachusetts",3337,255,75,70,110
1400000US25017330100,25017330100,"Census Tract 3301, Middlesex County, Massachusetts",8792,391,337,369,542
1400000US25017330200,25017330200,"Census Tract 3302, Middlesex County, Massachusetts",6806,219,444,359,265
1400000US25017331101,25017331101,"Census Tract 3311.01, Middlesex County, Massachusetts",3397,205,227,478,124
1400000US25017331102,25017331102,"Census Tract 3311.02, Middlesex County, Massachusetts",7330,338,432,424,268
1400000US25017331200,25017331200,"Census Tract 3312, Middlesex County, Massachusetts",5444,422,328,391,266
1400000US25017331300,25017331300,"Census Tract 3313, Middlesex County, Massachusetts",7367,362,459,408,356
1400000US25017332100,25017332100,"Census Tract 3321, Middlesex County, Massachusetts",6191,405,416,223,173
1400000US25017332200,25017332200,"Census Tract 3322, Middlesex County, Massachusetts",9070,397,649,873,655
1400000US25017332300,25017332300,"Census Tract 3323, Middlesex County, Massachusetts",7048,381,239,781,447
1400000US25017332400,25017332400,"Census Tract 3324, Middlesex County, Massachusetts",3794,222,163,224,220
1400000US25017333100,25017333100,"Census Tract 3331, Middlesex County, Massachusetts",7973,461,491,489,438
1400000US25017333200,25017333200,"Census Tract 3332, Middlesex County, Massachusetts",4897,282,345,431,270
1400000US25017333300,25017333300,"Census Tract 3333, Middlesex County, Massachusetts",3743,200,237,519,253
1400000US25017333400,25017333400,"Census Tract 3334, Middlesex County, Massachusetts",6010,248,487,525,392
1400000US25017333501,25017333501,"Census Tract 3335.01, Middlesex County, Massachusetts",5554,229,349,391,365
1400000US25017333502,25017333502,"Census Tract 3335.02, Middlesex County, Massachusetts",3411,196,99,377,282
1400000US25017333600,25017333600,"Census Tract 3336, Middlesex County, Massachusetts",7912,521,749,923,447
1400000US25017334100,25017334100,"Census Tract 3341, Middlesex County, Massachusetts",7373,418,348,526,659
1400000US25017334200,25017334200,"Census Tract 3342, Middlesex County, Massachusetts",3944,98,274,250,257
1400000US25017334300,25017334300,"Census Tract 3343, Middlesex County, Massachusetts",7754,309,332,332,460
1400000US25017334400,25017334400,"Census Tract 3344, Middlesex County, Massachusetts",6698,182,403,378,582
1400000US25017335100,25017335100,"Census Tract 3351, Middlesex County, Massachusetts",5857,241,443,374,393
1400000US25017335200,25017335200,"Census Tract 3352, Middlesex County, Massachusetts",6301,361,393,306,409
1400000US25017335301,25017335301,"Census Tract 3353.01, Middlesex County, Massachusetts",4326,186,447,322,334
1400000US25017335302,25017335302,"Census Tract 3353.02, Middlesex County, Massachusetts",5002,266,352,366,265
1400000US25017335400,25017335400,"Census Tract 3354, Middlesex County, Massachusetts",5337,252,217,251,285
1400000US25017336100,25017336100,"Census Tract 3361, Middlesex County, Massachusetts",5691,252,255,432,351
1400000US25017336200,25017336200,"Census Tract 3362, Middlesex County, Massachusetts",6045,301,220,266,532
1400000US25017336300,25017336300,"Census Tract 3363, Middlesex County, Massachusetts",6573,378,301,484,613
1400000US25017336401,25017336401,"Census Tract 3364.01, Middlesex County, Massachusetts",4744,305,492,465,735
1400000US25017336402,25017336402,"Census Tract 3364.02, Middlesex County, Massachusetts",5079,419,114,547,368
1400000US25017337101,25017337101,"Census Tract 3371.01, Middlesex County, Massachusetts",3041,177,161,203,175
1400000US25017337102,25017337102,"Census Tract 3371.02, Middlesex County, Massachusetts",5245,201,219,478,331
1400000US25017337201,25017337201,"Census Tract 3372.01, Middlesex County, Massachusetts",3191,148,192,240,159
1400000US25017337202,25017337202,"Census Tract 3372.02, Middlesex County, Massachusetts",4743,272,262,273,247
1400000US25017337300,25017337300,"Census Tract 3373, Middlesex County, Massachusetts",5747,343,431,418,451
1400000US25017338100,25017338100,"Census Tract 3381, Middlesex County, Massachusetts",3318,94,100,101,156
1400000US25017338200,25017338200,"Census Tract 3382, Middlesex County, Massachusetts",4065,179,194,314,233
1400000US25017338300,25017338300,"Census Tract 3383, Middlesex County, Massachusetts",3211,42,88,64,161
1400000US25017338400,25017338400,"Census Tract 3384, Middlesex County, Massachusetts",6097,207,187,178,348
1400000US25017338500,25017338500,"Census Tract 3385, Middlesex County, Massachusetts",5888,233,153,148,394
1400000US25017339100,25017339100,"Census Tract 3391, Middlesex County, Massachusetts",6504,286,348,475,452
1400000US25017339200,25017339200,"Census Tract 3392, Middlesex County, Massachusetts",5913,285,316,411,436
1400000US25017339300,25017339300,"Census Tract 3393, Middlesex County, Massachusetts",2850,192,197,270,222
1400000US25017339400,25017339400,"Census Tract 3394, Middlesex County, Massachusetts",3392,539,525,360,253
1400000US25017339500,25017339500,"Census Tract 3395, Middlesex County, Massachusetts",5845,1306,592,360,256
1400000US25017339600,25017339600,"Census Tract 3396, Middlesex County, Massachusetts",5498,1343,851,679,325
1400000US25017339700,25017339700,"Census Tract 3397, Middlesex County, Massachusetts",4147,543,578,551,244
1400000US25017339801,25017339801,"Census Tract 3398.01, Middlesex County, Massachusetts",4938,627,714,889,319
1400000US25017339802,25017339802,"Census Tract 3398.02, Middlesex County, Massachusetts",4665,227,553,513,309
1400000US25017339900,25017339900,"Census Tract 3399, Middlesex County, Massachusetts",5028,262,553,595,457
1400000US25017340000,25017340000,"Census Tract 3400, Middlesex County, Massachusetts",2480,132,305,316,228
1400000US25017340100,25017340100,"Census Tract 3401, Middlesex County, Massachusetts",6440,242,563,450,354
1400000US25017341101,25017341101,"Census Tract 3411.01, Middlesex County, Massachusetts",4031,364,560,305,314
1400000US25017341102,25017341102,"Census Tract 3411.02, Middlesex County, Massachusetts",4203,464,542,504,276
1400000US25017341200,25017341200,"Census Tract 3412, Middlesex County, Massachusetts",7152,733,595,510,428
1400000US25017341300,25017341300,"Census Tract 3413, Middlesex County, Massachusetts",5363,464,919,642,567
1400000US25017341400,25017341400,"Census Tract 3414, Middlesex County, Massachusetts",6377,603,810,529,346
1400000US25017341500,25017341500,"Census Tract 3415, Middlesex County, Massachusetts",5985,828,632,656,455
1400000US25017341600,25017341600,"Census Tract 3416, Middlesex County, Massachusetts",6411,513,725,641,300
1400000US25017341700,25017341700,"Census Tract 3417, Middlesex County, Massachusetts",5586,247,420,415,439
1400000US25017341800,25017341800,"Census Tract 3418, Middlesex County, Massachusetts",6554,339,590,714,487
1400000US25017341901,25017341901,"Census Tract 3419.01, Middlesex County, Massachusetts",1426,113,116,65,157
1400000US25017341902,25017341902,"Census Tract 3419.02, Middlesex County, Massachusetts",8124,320,1043,1064,635
1400000US25017342101,25017342101,"Census Tract 3421.01, Middlesex County, Massachusetts",4771,349,442,329,235
1400000US25017342102,25017342102,"Census Tract 3421.02, Middlesex County, Massachusetts",3646,305,202,171,218
1400000US25017342201,25017342201,"Census Tract 3422.01, Middlesex County, Massachusetts",4876,279,426,394,370
1400000US25017342202,25017342202,"Census Tract 3422.02, Middlesex County, Massachusetts",4100,261,216,265,209
1400000US25017342300,25017342300,"Census Tract 3423, Middlesex County, Massachusetts",7543,505,811,614,536
1400000US25017342400,25017342400,"Census Tract 3424, Middlesex County, Massachusetts",6963,459,601,728,380
1400000US25017342500,25017342500,"Census Tract 3425, Middlesex County, Massachusetts",8050,597,772,590,545
1400000US25017342600,25017342600,"Census Tract 3426, Middlesex County, Massachusetts",5263,348,577,684,410
1400000US25017350103,25017350103,"Census Tract 3501.03, Middlesex County, Massachusetts",1388,190,126,205,140
1400000US25017350104,25017350104,"Census Tract 3501.04, Middlesex County, Massachusetts",7610,649,889,651,399
1400000US25017350200,25017350200,"Census Tract 3502, Middlesex County, Massachusetts",6509,572,1286,625,505
1400000US25017350300,25017350300,"Census Tract 3503, Middlesex County, Massachusetts",2585,270,521,397,265
1400000US25017350400,25017350400,"Census Tract 3504, Middlesex County, Massachusetts",5753,650,1314,1100,368
1400000US25017350500,25017350500,"Census Tract 3505, Middlesex County, Massachusetts",1552,99,422,255,96
1400000US25017350600,25017350600,"Census Tract 3506, Middlesex County, Massachusetts",4532,1185,462,335,243
1400000US25017350700,25017350700,"Census Tract 3507, Middlesex County, Massachusetts",6015,777,1328,680,300
1400000US25017350800,25017350800,"Census Tract 3508, Middlesex County, Massachusetts",1989,214,577,220,202
1400000US25017350900,25017350900,"Census Tract 3509, Middlesex County, Massachusetts",3698,616,830,501,275
1400000US25017351000,25017351000,"Census Tract 3510, Middlesex County, Massachusetts",7768,1081,1781,1522,600
1400000US25017351100,25017351100,"Census Tract 3511, Middlesex County, Massachusetts",5964,542,1154,988,492
1400000US25017351203,25017351203,"Census Tract 3512.03, Middlesex County, Massachusetts",4709,479,1386,711,427
1400000US25017351204,25017351204,"Census Tract 3512.04, Middlesex County, Massachusetts",4539,415,1550,723,273
1400000US25017351300,25017351300,"Census Tract 3513, Middlesex County, Massachusetts",4335,311,730,627,551
1400000US25017351403,25017351403,"Census Tract 3514.03, Middlesex County, Massachusetts",4511,494,644,368,599
1400000US25017351404,25017351404,"Census Tract 3514.04, Middlesex County, Massachusetts",4102,323,558,412,301
1400000US25017351500,25017351500,"Census Tract 3515, Middlesex County, Massachusetts",2424,267,397,332,282
1400000US25017352101,25017352101,"Census Tract 3521.01, Middlesex County, Massachusetts",1915,445,278,340,135
1400000US25017352102,25017352102,"Census Tract 3521.02, Middlesex County, Massachusetts",2436,217,484,274,304
1400000US25017352200,25017352200,"Census Tract 3522, Middlesex County, Massachusetts",1724,136,283,208,81
1400000US25017352300,25017352300,"Census Tract 3523, Middlesex County, Massachusetts",4261,394,854,791,357
1400000US25017352400,25017352400,"Census Tract 3524, Middlesex County, Massachusetts",2075,121,238,242,178
1400000US25017352500,25017352500,"Census Tract 3525, Middlesex County, Massachusetts",2828,287,1005,342,152
1400000US25017352600,25017352600,"Census Tract 3526, Middlesex County, Massachusetts",2593,408,423,237,325
1400000US25017352700,25017352700,"Census Tract 3527, Middlesex County, Massachusetts",2204,270,297,229,300
1400000US25017352800,25017352800,"Census Tract 3528, Middlesex County, Massachusetts",2194,296,475,337,124
1400000US25017352900,25017352900,"Census Tract 3529, Middlesex County, Massachusetts",2957,114,425,435,290
1400000US25017353000,25017353000,"Census Tract 3530, Middlesex County, Massachusetts",3609,312,941,484,248
1400000US25017353101,25017353101,"Census Tract 3531.01, Middlesex County, Massachusetts",2623,519,577,314,249
1400000US25017353102,25017353102,"Census Tract 3531.02, Middlesex County, Massachusetts",4859,1976,513,264,83
1400000US25017353200,25017353200,"Census Tract 3532, Middlesex County, Massachusetts",5131,895,1378,569,451
1400000US25017353300,25017353300,"Census Tract 3533, Middlesex County, Massachusetts",3766,214,539,664,258
1400000US25017353400,25017353400,"Census Tract 3534, Middlesex County, Massachusetts",2977,315,602,411,204
1400000US25017353500,25017353500,"Census Tract 3535, Middlesex County, Massachusetts",2634,140,419,469,236
1400000US25017353600,25017353600,"Census Tract 3536, Middlesex County, Massachusetts",4915,1041,684,336,293
1400000US25017353700,25017353700,"Census Tract 3537, Middlesex County, Massachusetts",5641,1386,821,424,171
1400000US25017353800,25017353800,"Census Tract 3538, Middlesex County, Massachusetts",4646,670,995,645,386
1400000US25017353900,25017353900,"Census Tract 3539, Middlesex County, Massachusetts",6171,2617,870,530,201
1400000US25017354000,25017354000,"Census Tract 3540, Middlesex County, Massachusetts",4276,951,727,267,258
1400000US25017354100,25017354100,"Census Tract 3541, Middlesex County, Massachusetts",2820,251,351,325,225
1400000US25017354200,25017354200,"Census Tract 3542, Middlesex County, Massachusetts",3474,71,92,292,236
1400000US25017354300,25017354300,"Census Tract 3543, Middlesex County, Massachusetts",3214,102,239,385,235
1400000US25017354400,25017354400,"Census Tract 3544, Middlesex County, Massachusetts",1801,99,92,152,165
1400000US25017354500,25017354500,"Census Tract 3545, Middlesex County, Massachusetts",2268,141,320,213,111
1400000US25017354600,25017354600,"Census Tract 3546, Middlesex County, Massachusetts",5585,387,795,496,448
1400000US25017354700,25017354700,"Census Tract 3547, Middlesex County, Massachusetts",2777,333,256,457,146
1400000US25017354800,25017354800,"Census Tract 3548, Middlesex County, Massachusetts",2167,240,346,330,185
1400000US25017354900,25017354900,"Census Tract 3549, Middlesex County, Massachusetts",7195,250,855,1031,717
